chr	pos	strand	Zm_shoot_1	Zm_shoot_2	Zm_root_1	Zm_root_2
1	8454053	-	2	7	26	13
1	8471896	-	0	0	2	0
1	8494967	-	0	0	1	0
1	8535391	-	0	0	0	1
1	8536720	+	0	0	1	0
1	8543196	-	0	0	0	1
1	8543917	+	0	0	5	8
1	8553723	+	0	0	0	1
1	8555792	-	0	1	0	0
1	8555841	-	0	0	1	0
1	8555935	+	1	0	0	0
1	8555962	-	0	0	1	0
1	8555987	-	1	0	0	0
1	8556021	-	0	9	10	4
1	8556042	-	1	1	5	2
1	8556267	-	1	2	0	0
1	8567603	-	1	0	0	0
1	8612219	+	0	1	0	0
1	8612605	+	0	7	5	3
1	8612625	+	0	0	1	0
1	8620764	+	0	0	0	1
1	8621408	-	0	0	0	1
1	8622055	-	0	3	1	2
1	8622168	-	0	2	0	0
1	8622834	-	0	0	1	0
1	8623583	-	0	0	0	1
1	8623685	+	0	0	1	0
1	8632450	+	0	1	0	0
1	8698053	+	0	0	1	3
1	8706034	-	0	0	0	1
1	8725494	+	0	0	2	0
1	8736580	-	0	0	0	1
1	8758107	+	0	0	0	2
1	8765894	-	0	0	0	1
1	8766332	+	0	0	0	1
1	8789902	+	0	0	1	0
1	8874033	-	0	0	0	1
1	8879530	-	0	0	0	1
1	8880315	-	0	0	1	0
1	8880319	-	0	0	0	1
1	8880422	-	0	1	0	0
1	8926846	-	0	0	1	0
1	8926848	-	0	0	0	2
1	8927127	+	0	0	1	0
1	8928444	+	1	1	0	0
1	8936801	+	0	1	0	0
1	8938840	-	0	0	1	0
1	8939764	+	0	2	0	0
1	8940421	-	0	0	0	2
1	8958610	-	0	0	1	0
1	8971532	+	0	0	0	3
1	8971764	-	0	2	0	0
1	8974146	-	2	0	0	0
1	8974292	-	0	0	1	1
1	8974296	-	0	0	3	1
1	8975316	+	0	0	0	1
1	8975778	-	1	8	9	7
1	8990139	-	0	0	0	2
1	8990621	-	0	0	1	0
1	9040381	-	0	0	0	1
1	9045241	+	0	0	0	3
1	9045292	+	0	0	1	0
1	9054727	+	0	0	1	0
1	9054854	-	0	0	0	1
1	9055706	+	0	0	7	0
1	9074475	-	0	0	1	0
1	9095565	-	0	0	0	1
1	9119874	+	1	0	0	0
1	9136732	+	0	0	0	1
1	9154480	-	0	0	4	4
1	9211242	-	0	0	0	1
1	9211291	-	0	0	0	1
1	9211848	-	1	0	0	0
1	9216820	-	0	0	1	0
1	9248370	+	0	0	1	0
1	9248444	-	1	0	0	0
1	9294186	-	0	1	0	0
1	9296517	+	0	0	0	1
1	9299887	+	0	0	1	0
1	9300132	-	0	1	0	0
1	9300269	+	0	0	0	1
1	9300619	+	0	0	6	5
1	9302048	-	0	0	1	1
1	9302922	-	0	0	0	2
1	9303669	-	1	0	0	0
1	9304099	-	0	0	0	1
1	9304269	-	0	0	0	1
1	9307360	-	0	0	1	0
1	9354277	+	0	0	1	0
1	9390666	-	7	14	4	0
1	9391890	-	0	0	1	0
1	9414481	+	0	0	0	1
1	9427246	+	0	0	1	1
1	9430656	+	0	0	1	0
1	9431400	+	0	0	0	1
1	9431754	+	0	1	0	0
1	9432025	-	0	0	2	0
1	9432922	-	0	1	0	0
1	9432927	-	0	0	1	2
1	9486042	+	1	0	0	0
1	9486163	-	0	0	1	0
1	9486164	-	0	0	1	0
1	9493922	+	1	0	0	0
1	9501212	+	0	0	0	1
1	9518541	-	1	0	0	0
1	9518659	-	0	0	1	0
1	9519589	+	0	0	0	1
1	9528362	+	0	0	0	2
1	9534692	-	1	0	0	0
1	9544628	-	0	0	0	1
1	9554137	-	0	0	1	0
1	9558321	-	0	0	1	0
1	9558323	-	0	0	5	5
1	9559110	-	0	0	0	1
1	9559668	-	0	0	0	1
1	9569900	-	0	0	1	0
1	9578181	+	1	4	0	0
1	9581945	-	0	0	7	4
1	9642417	-	0	0	1	0
1	9657147	-	0	0	1	0
1	9659551	-	0	0	1	0
1	9664114	+	0	0	1	0
1	9743329	-	0	0	1	0
1	9744604	-	0	0	0	1
1	9748272	-	0	0	1	0
1	9751204	+	0	0	1	0
1	9787186	-	0	1	0	0
1	9794976	+	0	0	1	0
1	9799089	-	0	0	3	1
1	9804605	-	0	0	0	1
1	9804608	-	0	0	1	0
1	9906920	+	1	27	6	5
1	9907062	-	0	0	3	1
1	9907221	+	0	0	2	0
1	9951856	-	0	0	0	1
1	9960060	-	0	0	1	0
1	9985192	-	0	0	0	3
1	9987396	-	0	0	1	2
1	10002451	-	0	2	2	0
1	10025517	-	0	0	2	0
1	10028300	-	0	0	0	1
1	10028401	+	0	0	0	1
1	10030047	+	0	0	0	1
1	10030569	+	0	0	1	0
1	10040515	-	0	0	1	0
1	10040516	-	0	0	13	0
1	10040942	-	0	0	3	1
1	10040944	-	0	0	3	1
1	10040959	-	0	0	1	0
1	10040964	-	0	0	1	1
1	10041144	-	0	0	2	1
1	10041183	-	0	0	3	0
1	10041240	-	0	0	0	2
1	10041257	-	0	0	4	0
1	10041385	-	0	0	0	1
1	10068860	+	0	0	0	1
1	10068926	+	0	0	2	3
1	10068948	+	0	0	4	0
1	10069978	+	0	0	0	1
1	10069981	+	1	6	7	5
1	10070029	+	3	0	0	0
1	10070032	+	1	0	0	0
1	10070057	+	0	0	1	0
1	10070081	+	0	0	1	0
1	10070084	+	0	0	1	0
1	10070109	-	0	0	0	1
1	10087786	+	0	3	7	1
1	10089087	+	1	0	0	0
1	10090885	+	0	1	0	0
1	10091367	+	0	0	2	0
1	10103847	+	1	0	0	0
1	10156610	-	0	0	2	0
1	10170216	-	0	0	1	7
1	10194046	-	0	0	2	0
1	10194047	-	0	0	0	1
1	10208014	+	0	0	0	1
1	10209554	-	0	0	1	0
1	10210676	-	0	0	1	0
1	10311131	-	0	0	2	0
1	10319144	-	0	0	1	0
1	10360414	+	0	2	0	1
1	10369749	+	0	0	3	0
1	10377145	+	0	0	3	5
1	10388722	-	0	0	0	1
1	10388758	-	0	0	4	1
1	10391261	-	0	0	1	1
1	10393657	+	0	0	1	0
1	10402336	-	0	0	0	1
1	10414141	+	0	0	2	0
1	10415446	-	0	0	9	4
1	10419240	+	0	0	1	0
1	10423207	+	0	0	0	1
1	10427109	+	0	0	1	0
1	10428236	+	0	0	2	24
1	10446876	-	0	0	1	0
1	10496351	-	0	0	99	191
1	10509876	+	5	23	14	13
1	10532160	-	0	1	3	0
1	10536844	+	0	0	1	0
1	10537206	-	0	0	1	0
1	10538168	-	0	1	0	0
1	10539393	-	0	3	0	0
1	10540979	+	20	13	67	47
1	10541011	+	0	0	1	0
1	10541022	+	0	2	0	0
1	10541106	+	0	1	0	0
1	10541126	+	1	0	0	0
1	10541130	+	0	0	2	0
1	10541133	+	2	0	3	0
1	10542535	-	1	0	0	0
1	10542583	+	0	1	0	2
1	10582924	-	0	0	1	0
1	10582925	-	0	3	3	0
1	10587101	-	0	1	0	0
1	10621240	-	0	0	1	0
1	10664814	-	1	0	0	0
1	10665342	+	0	0	1	2
1	10680901	-	0	0	0	1
1	10681103	-	0	0	0	1
1	10690739	-	0	0	2	0
1	10694330	-	0	1	0	0
1	10736858	-	0	0	2	0
1	10736861	-	0	0	0	1
1	10740979	+	0	0	1	0
1	10818886	+	0	1	0	0
1	10819144	+	0	1	1	1
1	10825256	-	0	0	0	1
1	10825354	-	0	0	2	0
1	10830459	-	0	0	1	0
1	10840233	+	0	0	1	0
1	10845098	-	1	0	0	0
1	10845125	-	0	0	0	1
1	10845127	-	0	0	0	3
1	10847598	-	0	0	1	5
1	10847646	-	0	1	0	0
1	10847677	-	1	1	2	2
1	10847697	-	0	4	0	0
1	10847711	-	0	2	0	1
1	10847714	-	0	1	0	3
1	10847715	-	0	0	0	1
1	10862858	+	0	0	0	1
1	10866668	+	0	1	0	0
1	10893830	-	0	0	0	1
1	10896699	-	0	0	0	1
1	10897467	+	0	0	1	0
1	10900692	+	0	1	0	1
1	10909900	-	0	0	0	1
1	10959979	+	0	1	0	1
1	10961518	-	0	1	0	0
1	10968109	-	0	0	1	0
1	10970145	+	0	0	0	1
1	10973752	+	0	0	2	2
1	10975040	-	0	0	1	0
1	10975756	-	0	0	1	0
1	10977668	+	0	0	1	0
1	10988316	+	0	1	0	0
1	10989154	-	0	3	1	0
1	10990753	+	0	0	1	0
1	10990914	-	0	0	0	1
1	10996429	+	0	0	0	1
1	10997041	-	0	2	0	0
1	10998525	-	0	0	1	0
1	11067488	+	0	0	11	6
1	11108043	+	0	1	0	0
1	11108535	-	0	0	1	0
1	11171986	-	0	0	0	2
1	11205834	-	0	0	1	0
1	11210309	-	0	0	0	1
1	11210470	+	0	0	2	0
1	11211411	-	0	0	1	0
1	11241381	+	1	1	4	8
1	11299655	-	1	0	0	0
1	11336027	-	0	0	2	0
1	11360803	+	0	0	6	2
1	11360997	+	1	0	0	0
1	11377414	+	0	0	0	1
1	11393613	-	1	0	0	0
1	11395474	-	0	0	0	2
1	11450044	+	0	0	1	0
1	11469129	+	0	1	0	0
1	11471752	-	1	1	0	1
1	11474260	+	0	1	0	0
1	11474944	-	0	0	0	1
1	11475131	-	0	1	0	0
1	11483261	+	1	0	9	1
1	11486689	+	0	0	1	1
1	11530541	-	0	0	0	2
1	11531316	+	0	0	1	0
1	11532295	-	1	0	0	0
1	11533067	-	0	0	0	1
1	11589924	+	0	0	0	1
1	11668411	+	0	0	6	11
1	11682305	+	0	0	0	1
1	11688486	-	0	0	1	3
1	11689563	+	3	0	0	0
1	11733500	+	0	0	0	2
1	11770013	-	0	0	3	0
1	11772854	-	0	0	1	0
1	11779432	+	0	0	1	0
1	11781180	-	1	0	0	0
1	11791175	+	0	0	0	1
1	11814840	-	0	0	1	0
1	11840346	+	0	0	2	3
1	11867649	+	0	0	2	2
1	11908024	+	0	0	0	3
1	11908027	+	0	18	7	8
1	11908030	+	0	1	0	0
1	11938655	-	0	0	7	2
1	11941738	-	0	1	0	1
1	11941739	-	0	0	1	3
1	11944513	+	0	0	0	1
1	11944705	+	0	0	2	0
1	11944757	-	0	0	1	0
1	11944849	-	0	2	0	1
1	11944952	-	0	0	0	1
1	11944954	-	0	0	1	0
1	11944967	-	0	0	0	1
1	11988645	-	1	0	0	0
1	11989867	-	0	1	0	0
1	11990425	+	0	1	0	0
1	11991015	-	0	0	0	1
1	12087194	+	0	0	0	1
1	12138877	+	0	2	0	0
1	12139531	+	0	0	0	1
1	12143731	+	0	0	3	0
1	12144047	-	0	2	0	0
1	12148272	-	0	0	1	1
1	12150467	-	1	2	0	0
1	12163535	-	2	0	0	0
1	12163992	-	0	2	1	0
1	12164619	-	0	2	0	0
1	12164621	-	0	0	0	6
1	12164734	-	0	0	1	0
1	12165124	+	0	0	2	0
1	12165153	-	0	0	0	1
1	12165267	-	0	0	2	0
1	12166251	-	2	0	0	1
1	12166501	-	0	0	0	1
1	12166521	-	0	0	4	1
1	12171589	+	0	0	0	1
1	12172828	-	0	0	3	0
1	12173466	-	0	0	1	1
1	12173468	-	0	0	0	1
1	12177231	+	0	0	1	0
1	12178597	+	1	1	0	0
1	12186458	+	0	0	1	0
1	12202460	-	0	0	1	0
1	12204196	-	0	1	0	0
1	12209032	-	0	0	0	1
1	12246899	+	0	0	1	2
1	12253139	-	0	1	0	1
1	12253349	-	0	1	0	0
1	12253354	-	0	2	0	0
1	12306517	+	0	0	0	1
1	12306537	+	0	0	1	0
1	12306999	+	0	0	1	0
1	12308668	+	0	0	3	0
1	12309571	+	0	0	0	1
1	12315196	-	0	0	1	0
1	12346460	+	0	0	0	2
1	12354356	-	0	0	1	0
1	12354604	-	0	0	0	1
1	12355822	-	0	0	2	1
1	12360016	-	2	0	0	0
1	12375139	-	1	0	0	0
1	12386387	+	0	0	1	0
1	12393476	+	0	0	12	6
1	12393653	+	1	0	0	0
1	12397564	-	1	0	0	0
1	12418680	+	0	0	1	0
1	12427864	-	0	0	2	1
1	12443875	-	0	0	0	1
1	12443878	-	0	0	2	0
1	12450544	-	0	0	0	1
1	12461616	-	0	2	0	0
1	12462050	+	0	0	0	2
1	12463497	-	0	0	2	0
1	12463599	-	0	0	1	0
1	12487645	+	0	1	1	0
1	12492765	+	0	0	0	1
1	12496052	-	0	0	0	1
1	12496893	+	1	0	3	2
1	12497364	+	0	0	1	0
1	12497550	+	0	0	1	1
1	12516316	+	0	0	0	1
1	12518241	+	0	0	1	1
1	12518404	+	0	0	1	1
1	12518405	+	0	3	0	0
1	12518406	+	0	0	1	0
1	12518409	+	1	0	1	0
1	12518412	+	0	2	0	0
1	12519719	-	0	0	0	1
1	12520141	+	0	0	3	2
1	12520189	+	0	0	0	1
1	12520306	+	0	2	0	0
1	12566153	-	0	0	2	2
1	12568643	-	0	1	1	0
1	12570391	+	1	0	0	1
1	12572434	+	0	0	0	1
1	12576305	-	0	0	0	1
1	12576655	+	0	0	1	0
1	12599301	+	0	0	1	0
1	12657817	-	0	1	0	0
1	12661733	-	0	2	0	0
1	12661734	-	0	0	1	0
1	12661735	-	1	0	0	2
1	12661962	+	3	0	0	0
1	12720045	+	0	0	0	1
1	12749701	-	0	0	1	0
1	12791240	+	0	0	1	0
1	12809317	+	0	0	1	0
1	12811611	+	0	0	1	1
1	12821033	+	3	81	7	10
1	12821036	+	0	3	0	0
1	12821059	+	0	1	0	0
1	12852131	-	1	2	0	0
1	12852339	+	0	0	0	1
1	12852441	+	0	0	0	1
1	12854079	-	0	0	0	1
1	12863861	+	0	4	0	0
1	12864991	+	0	0	1	0
1	12942442	+	2	0	1	0
1	12944726	+	1	0	0	0
1	12946751	+	0	2	1	0
1	12948641	+	0	1	0	0
1	12959843	+	0	0	4	2
1	12961177	+	0	0	2	1
1	12970049	+	0	1	0	0
1	12977956	+	0	2	0	0
1	12985658	+	0	1	0	0
1	12991683	-	1	0	0	0
1	12991684	-	0	1	0	0
1	13004451	-	0	0	8	11
1	13004979	+	0	0	1	0
1	13025015	+	0	0	0	1
1	13033157	+	0	0	8	17
1	13072781	+	0	11	0	0
1	13128793	+	0	0	1	1
1	13146745	-	0	1	0	0
1	13226186	-	0	0	0	1
1	13279836	-	0	0	1	0
1	13294487	-	0	0	1	0
1	13297068	-	0	0	0	2
1	13345292	+	0	0	1	0
1	13351614	+	0	0	1	0
1	13369796	-	0	0	0	1
1	13454773	-	0	0	0	1
1	13535380	+	0	0	1	0
1	13535498	+	0	0	0	1
1	13536649	+	0	0	1	0
1	13539740	-	0	1	0	0
1	13559781	-	0	0	1	0
1	13603261	+	3	3	1	1
1	13640551	+	0	1	0	0
1	13641487	-	0	0	2	0
1	13641567	-	0	0	1	0
1	13641584	-	0	0	1	0
1	13641714	-	0	0	0	2
1	13642090	-	0	1	0	0
1	13642304	-	0	1	0	0
1	13642371	-	0	0	0	1
1	13643956	-	0	0	1	0
1	13649626	-	0	0	0	1
1	13677902	+	0	0	0	1
1	13679382	+	0	0	0	1
1	13680221	+	0	0	1	0
1	13680709	-	0	0	1	0
1	13682643	-	0	1	0	0
1	13682742	-	0	0	0	2
1	13684521	-	0	1	0	0
1	13684606	-	3	0	0	0
1	13687873	+	0	0	2	0
1	13688160	-	0	1	0	0
1	13741530	-	0	0	1	0
1	13777173	-	0	2	1	1
1	13787535	-	0	1	0	0
1	13799807	-	0	0	0	1
1	13803404	-	1	0	0	0
1	13803511	+	0	1	0	0
1	13803662	-	0	0	1	0
1	13862708	+	0	0	1	0
1	13872851	+	0	0	0	1
1	13875659	-	0	0	0	1
1	13939370	+	0	0	2	0
1	14024538	+	0	0	1	0
1	14030669	+	0	1	0	0
1	14048104	-	0	0	1	0
1	14093645	-	0	0	0	1
1	14101149	-	0	0	6	2
1	14101451	+	0	0	1	0
1	14101560	+	1	2	0	0
1	14103689	+	0	5	0	0
1	14112921	+	0	0	0	1
1	14161480	-	0	1	0	0
1	14164470	+	0	5	1	0
1	14167979	+	0	0	0	1
1	14244073	-	0	0	2	0
1	14249492	-	0	0	1	1
1	14255906	+	0	0	1	0
1	14259065	-	0	0	14	1
1	14272371	-	0	0	0	1
1	14303935	-	0	0	0	1
1	14376820	+	0	3	0	0
1	14400153	-	0	3	0	0
1	14404875	-	0	0	2	0
1	14448735	-	0	2	3	0
1	14450940	-	0	0	1	0
1	14451579	+	0	0	0	1
1	14452585	+	1	1	4	3
1	14462559	+	0	0	3	1
1	14462624	+	0	0	1	0
1	14495247	-	0	0	0	1
1	14505617	-	0	1	0	0
1	14505618	-	0	0	65	12
1	14509841	+	0	0	1	0
1	14517500	-	0	0	0	1
1	14547681	+	0	0	0	2
1	14623848	+	0	0	0	3
1	14623853	+	3	1	10	5
1	14623932	+	0	1	0	0
1	14623986	+	4	23	11	5
1	14624162	-	0	0	1	0
1	14626222	+	0	1	0	0
1	14648985	-	0	0	0	1
1	14680204	+	0	1	0	0
1	14774517	-	0	0	1	0
1	14779223	-	0	1	0	0
1	14796467	-	0	0	2	6
1	14796468	-	0	0	2	0
1	14796469	-	0	0	2	0
1	14804704	-	1	0	2	0
1	14807453	+	0	0	4	0
1	14822390	-	0	0	0	1
1	14835123	-	0	0	0	1
1	14847631	-	0	0	1	0
1	14850454	+	0	0	1	0
1	14850519	+	0	1	0	0
1	14850524	+	1	2	0	0
1	14851618	+	1	24	1	0
1	14851689	+	0	0	1	0
1	14851692	+	0	0	1	0
1	14851861	+	0	2	0	0
1	14851904	+	0	0	1	0
1	14851981	+	0	1	0	0
1	14852024	+	0	0	0	1
1	14867348	-	2	0	0	0
1	14898275	-	0	1	0	0
1	14898404	-	1	0	0	0
1	14902993	+	0	0	1	0
1	14903389	-	0	0	0	1
1	14926735	-	0	1	0	0
1	14941526	-	0	0	0	1
1	14942170	-	1	0	0	0
1	14942373	-	1	0	0	0
1	14942400	-	4	0	0	0
1	14942401	-	1	0	0	0
1	14942402	-	3	3	0	0
1	14942403	-	2	0	0	0
1	14942433	-	1	0	1	0
1	14942614	-	0	1	0	0
1	14953675	+	0	0	0	1
1	14956777	+	0	0	1	0
1	14958684	+	0	1	1	0
1	14960719	-	0	0	1	0
1	15006150	-	0	0	0	1
1	15050679	+	0	5	0	0
1	15068397	-	0	0	1	0
1	15069240	-	2	0	0	0
1	15069612	+	0	0	0	2
1	15084655	+	0	1	0	0
1	15112373	-	0	5	0	0
1	15133517	-	0	0	0	3
1	15133519	-	0	0	0	1
1	15134913	+	0	1	0	0
1	15167963	+	0	0	1	0
1	15168110	+	0	0	0	1
1	15168308	+	0	0	0	1
1	15169336	+	0	1	0	0
1	15169861	+	0	0	0	2
1	15170482	-	1	0	0	0
1	15181502	-	2	0	0	0
1	15181681	-	2	4	0	0
1	15181759	-	1	0	0	0
1	15198800	-	0	0	0	1
1	15276567	-	0	0	1	0
1	15283893	-	0	0	0	1
1	15341549	-	2	2	6	1
1	15355067	+	0	0	0	1
1	15383609	+	0	0	28	15
1	15436509	+	0	0	0	1
1	15437944	-	0	0	1	0
1	15444731	+	1	0	0	0
1	15452025	+	0	0	0	3
1	15491246	-	0	0	1	0
1	15491249	-	0	0	1	0
1	15491436	-	0	1	0	0
1	15495817	-	0	0	2	0
1	15518139	-	1	0	0	0
1	15719843	-	0	0	1	0
1	15728302	+	0	0	0	1
1	15731189	-	0	0	3	1
1	15734904	-	0	1	0	2
1	15738699	-	0	0	2	0
1	15743551	-	1	0	0	0
1	15753799	+	0	0	0	2
1	15768735	-	0	0	104	69
1	15770390	+	0	0	1	0
1	15783058	-	0	0	1	0
1	15786616	-	0	4	14	7
1	15804781	-	0	2	0	0
1	15806130	-	0	0	1	0
1	15806891	-	0	0	0	1
1	15820372	-	0	0	0	1
1	15863319	-	0	0	0	1
1	15906664	-	1	0	0	0
1	15908868	+	0	0	1	0
1	15910425	+	0	0	1	0
1	15938822	-	0	0	1	0
1	15989822	+	0	0	0	1
1	16046867	-	1	0	1	0
1	16050787	+	2	0	0	0
1	16057930	+	0	0	1	0
1	16062765	+	0	0	1	0
1	16063954	-	0	0	1	0
1	16069954	-	0	0	1	0
1	16118489	-	0	0	2	2
1	16119146	+	0	1	0	0
1	16121093	-	0	0	1	0
1	16177975	-	0	1	0	0
1	16177989	-	0	1	0	0
1	16177992	-	11	116	1	1
1	16177993	-	0	1	0	0
1	16177994	-	0	2	0	0
1	16177995	-	0	9	0	0
1	16178000	-	11	3	0	0
1	16178003	-	4	2	2	0
1	16209287	-	0	1	0	0
1	16334005	-	0	6	1	0
1	16334903	-	1	0	0	0
1	16334982	-	0	1	0	0
1	16336277	+	15	35	1	4
1	16340024	+	0	1	0	0
1	16340276	-	0	4	0	0
1	16340394	-	1	0	0	1
1	16340520	-	0	0	1	0
1	16351994	+	0	0	0	2
1	16356160	-	0	0	1	0
1	16371701	+	1	0	0	1
1	16377174	+	0	0	2	0
1	16377490	+	0	0	1	0
1	16415168	-	0	0	1	0
1	16449201	-	0	0	1	0
1	16465131	-	0	0	1	1
1	16465132	-	0	0	2	2
1	16467902	+	0	0	0	1
1	16467920	+	0	0	1	0
1	16485117	-	0	0	0	1
1	16492599	+	0	0	0	2
1	16511624	+	0	0	1	5
1	16526429	-	0	0	1	0
1	16574498	+	0	1	3	0
1	16576727	+	0	0	0	1
1	16579804	+	0	0	1	0
1	16579909	+	0	0	1	0
1	16580507	-	0	0	0	1
1	16594641	+	0	2	0	0
1	16597171	+	0	0	0	1
1	16599136	-	0	1	0	0
1	16601087	+	0	1	0	0
1	16603176	-	0	0	0	1
1	16604123	-	0	0	0	1
1	16626266	+	0	0	2	0
1	16626426	-	0	1	0	0
1	16668526	+	0	0	0	1
1	16773692	-	1	0	0	0
1	16776737	-	0	0	0	2
1	16776738	-	0	0	4	1
1	16776905	-	0	0	1	0
1	16776911	-	0	0	1	0
1	16777122	-	0	0	2	0
1	16782052	+	0	1	0	0
1	16782760	-	0	0	0	2
1	16782774	+	0	0	1	0
1	16782890	-	0	0	1	1
1	16782891	-	0	0	1	2
1	16782905	-	0	0	1	0
1	16783082	+	0	0	1	0
1	16783284	-	0	0	1	0
1	16783388	+	0	0	2	0
1	16785367	-	1	1	0	0
1	16791599	+	2	2	28	4
1	16791602	+	0	0	2	0
1	16791606	+	0	0	2	0
1	16791609	+	0	0	3	0
1	16791619	+	0	0	0	2
1	16791637	+	0	0	0	1
1	16791648	+	0	0	1	0
1	16791672	+	1	0	0	0
1	16791750	+	0	0	3	0
1	16792108	+	0	0	1	0
1	16792162	+	0	0	1	0
1	16792171	+	0	0	3	1
1	16792298	-	0	0	1	0
1	16792299	-	0	0	2	0
1	16793035	-	0	0	1	0
1	16820904	+	0	0	0	1
1	16821785	+	0	1	0	0
1	16821792	+	1	0	0	0
1	16821795	+	1	1	0	0
1	16821955	-	0	1	0	0
1	16822030	+	1	6	0	0
1	16822303	-	0	1	0	0
1	16824431	+	0	1	0	0
1	16824567	+	0	1	0	0
1	16824642	+	0	2	0	0
1	16824645	+	0	6	0	0
1	16824794	-	0	2	0	0
1	16824853	-	0	1	0	0
1	16868597	-	0	1	0	0
1	16872238	+	0	0	1	0
1	16933379	-	0	3	0	0
1	16933880	+	3	0	0	0
1	16950160	+	0	1	0	0
1	17007709	-	0	1	0	0
1	17014982	+	0	0	0	1
1	17021189	+	0	0	1	2
1	17032735	-	0	0	0	1
1	17043033	+	0	0	1	0
1	17052982	+	0	0	0	1
1	17063972	+	3	4	13	13
1	17101768	-	0	0	1	0
1	17157850	-	0	0	0	1
1	17179120	+	0	0	1	0
1	17180968	+	0	0	0	1
1	17242960	+	0	0	1	0
1	17251887	-	0	0	1	1
1	17260488	-	1	0	0	0
1	17289145	+	1	0	0	0
1	17317673	-	0	1	0	0
1	17366425	-	0	0	0	1
1	17382135	-	0	0	0	1
1	17389681	-	0	0	5	3
1	17405994	+	0	0	1	0
1	17411342	+	0	1	0	0
1	17411471	-	0	0	2	0
1	17411608	-	0	1	0	0
1	17435221	+	0	0	1	1
1	17463342	+	0	0	0	1
1	17474160	+	0	0	1	3
1	17493025	+	0	0	1	0
1	17494210	-	0	0	0	1
1	17512350	-	0	0	1	0
1	17515072	+	0	0	0	1
1	17519578	-	0	0	0	1
1	17519606	-	0	0	0	1
1	17519635	-	0	0	1	1
1	17519647	-	0	0	0	2
1	17519747	-	0	0	1	0
1	17519749	-	0	0	2	0
1	17519752	-	0	0	4	1
1	17526287	-	0	0	1	0
1	17526348	-	0	0	1	1
1	17526419	-	0	0	0	1
1	17526440	-	0	0	0	2
1	17526443	-	0	0	0	1
1	17526505	-	0	0	0	2
1	17539720	-	0	0	0	4
1	17540584	-	0	0	0	1
1	17633727	-	0	0	1	0
1	17640128	-	0	0	0	1
1	17640281	-	0	0	0	1
1	17648553	-	0	2	0	2
1	17650499	+	0	0	1	0
1	17660698	+	0	0	1	0
1	17664276	+	0	0	0	1
1	17667336	+	0	0	2	0
1	17678459	+	0	3	1	3
1	17679382	+	0	1	0	0
1	17681766	+	0	1	0	0
1	17681901	+	1	0	0	3
1	17686062	+	0	0	3	0
1	17692209	+	0	0	0	1
1	17696788	+	0	0	0	1
1	17697081	+	0	1	0	0
1	17697370	+	0	0	1	0
1	17700534	-	0	0	0	1
1	17715810	-	0	0	1	1
1	17720720	-	0	0	1	0
1	17724404	-	0	0	0	1
1	17734414	-	0	0	0	1
1	17734616	+	0	0	0	1
1	17744958	+	0	4	3	1
1	17781025	+	0	0	1	0
1	17783644	-	0	1	0	0
1	17849269	-	2	1	2	0
1	17892001	+	0	0	0	1
1	17936526	-	0	0	0	1
1	17958446	+	1	0	0	0
1	17963702	-	2	3	0	0
1	17985994	+	1	0	0	0
1	18014816	+	0	0	1	0
1	18016414	+	0	0	0	1
1	18047690	+	0	0	0	1
1	18105702	+	1	2	0	0
1	18126280	-	0	0	1	0
1	18127982	+	1	4	14	4
1	18130653	-	0	0	1	0
1	18140785	+	1	3	0	0
1	18175467	-	0	2	1	2
1	18179742	-	0	0	1	0
1	18188015	+	0	0	0	1
1	18188062	+	0	0	3	0
1	18188204	+	1	0	0	0
1	18188286	+	0	0	0	2
1	18188808	-	0	1	0	0
1	18189110	+	0	0	0	1
1	18189201	+	0	0	0	1
1	18190423	+	0	0	0	1
1	18196319	-	0	0	0	1
1	18198944	+	0	0	4	0
1	18198979	-	0	0	1	0
1	18198981	-	1	0	4	8
1	18206998	+	0	0	1	1
1	18273426	+	0	3	0	0
1	18274479	+	0	0	0	1
1	18274727	+	0	0	0	1
1	18279363	+	0	0	2	0
1	18294129	-	0	0	1	0
1	18350259	+	0	0	0	1
1	18363766	+	0	0	2	0
1	18425557	-	0	0	0	1
1	18439709	+	0	0	1	0
1	18439712	+	0	0	0	1
1	18440271	+	0	0	1	0
1	18440274	+	0	0	1	0
1	18440970	+	0	0	1	2
1	18453382	-	0	0	4	1
1	18455757	-	0	0	2	0
1	18473634	+	0	0	1	0
1	18496988	-	0	0	0	3
1	18524188	+	0	1	1	0
1	18555334	+	0	0	0	1
1	18584557	-	0	1	0	1
1	18594562	-	0	0	0	1
1	18622360	+	0	1	0	0
1	18622993	+	0	0	0	2
1	18629296	+	0	1	2	0
1	18631544	-	0	1	0	0
1	18641047	+	0	1	0	0
1	18641479	-	0	3	4	0
1	18644431	-	0	0	1	0
1	18644782	+	0	0	7	1
1	18648139	-	0	0	1	0
1	18696301	+	0	2	1	0
1	18696304	+	3	8	10	8
1	18696359	+	1	0	0	0
1	18697411	+	0	0	1	1
1	18698025	+	0	0	2	0
1	18739288	+	0	1	0	0
1	18769886	+	0	0	0	1
1	18785896	-	0	0	0	1
1	18800031	+	0	0	1	0
1	18870733	-	0	0	1	0
1	18884577	+	1	0	0	1
1	18960108	+	3	1	5	9
1	18971787	-	0	0	2	0
1	18984578	+	0	0	1	0
1	18984853	-	0	0	0	1
1	18985804	-	0	0	0	3
1	19058586	-	0	0	0	1
1	19099613	+	0	1	1	1
1	19100052	+	0	1	0	0
